title,link,image_link,local_image_path,source,time_stamp
RCCG Youth Province Launches Free Transportation Initiative,https://www.thisdaylive.com/index.php/2024/09/24/rccg-youth-province-launches-free-transportation-initiative/,https://global.ariseplay.com/amg/www.thisdaylive.com/uploads/Rccg.png,prime_web_scraping/media\RCCG Youth Province Launches Free Transportation Initiative.jpg,thisdaylive,2024-09-24 23:37:14.643545
Amotekun Parades 27 Suspected Criminals in Ondo,https://www.thisdaylive.com/index.php/2024/09/24/amotekun-parades-27-suspected-criminals-in-ondo/,https://global.ariseplay.com/amg/www.thisdaylive.com/uploads/Amotekun-150x150.gif,prime_web_scraping/media\Amotekun Parades 27 Suspected Criminals in Ondo.jpg,thisdaylive,2024-09-24 23:37:15.940983
UNILORIN Dominates Mobile Classroom App Virtual Test,https://www.thisdaylive.com/index.php/2024/09/24/unilorin-dominates-mobile-classroom-app-virtual-test/,https://global.ariseplay.com/amg/www.thisdaylive.com/uploads/UNILORIN-150x150.gif,prime_web_scraping/media\UNILORIN Dominates Mobile Classroom App Virtual Test.jpg,thisdaylive,2024-09-24 23:37:16.483757
Ohanaeze Youths Set Up Committees for Iwuanyanwu’s Burial,https://www.thisdaylive.com/index.php/2024/09/24/ohanaeze-youths-set-up-committees-for-iwuanyanwus-burial/,https://global.ariseplay.com/amg/www.thisdaylive.com/uploads/ohanaeze-150x150.png,prime_web_scraping/media\Ohanaeze Youths Set Up Committees for Iwuanyanwu’s Burial.jpg,thisdaylive,2024-09-24 23:37:16.649454
Coordinator: ACReSAL Executed Projects Worth N110m in Nasarawa Communities,https://www.thisdaylive.com/index.php/2024/09/24/coordinator-acresal-executed-projects-worth-n110m-in-nasarawa-communities/,https://global.ariseplay.com/amg/www.thisdaylive.com/uploads/ACReSAL-2.jpg,prime_web_scraping/media\Coordinator ACReSAL Executed Projects Worth N110m in Nasarawa Communities.jpg,thisdaylive,2024-09-24 23:37:16.955746
Yemi Cardoso’s First Year of Bold Moves at CBN,https://www.thisdaylive.com/index.php/2024/09/24/yemi-cardosos-first-year-of-bold-moves-at-cbn/,https://global.ariseplay.com/amg/www.thisdaylive.com/uploads/olayemi-cardoso.jpg,prime_web_scraping/media\Yemi Cardoso’s First Year of Bold Moves at CBN.jpg,thisdaylive,2024-09-24 23:37:17.458160
A  Cowardly Assault On Honour: Exposing The Lies Against Dr. Bello Matawalle,https://www.thisdaylive.com/index.php/2024/09/24/a-cowardly-assault-on-honour-exposing-the-lies-against-dr-bello-matawalle/,https://global.ariseplay.com/amg/www.thisdaylive.com/uploads/Bello-Matawalle.jpg,prime_web_scraping/media\A  Cowardly Assault On Honour Exposing The Lies Against Dr. Bello Matawalle.jpg,thisdaylive,2024-09-24 23:37:17.584878
NPFL Accuses Infinix Phone of Ambush Exploitation of Assets,https://www.thisdaylive.com/index.php/2024/09/24/npfl-accuses-infinix-phone-of-ambush-exploitation-of-assets/,https://global.ariseplay.com/amg/www.thisdaylive.com/uploads/NPFL-150x150.jpg,prime_web_scraping/media\NPFL Accuses Infinix Phone of Ambush Exploitation of Assets.jpg,thisdaylive,2024-09-24 23:37:17.897931
MANY FLOODS TO CROSS WITH DEMOCRACY,https://www.thisdaylive.com/index.php/2024/09/24/many-floods-to-cross-with-democracy/,https://global.ariseplay.com/amg/www.thisdaylive.com/uploads/Democracy-150x150.jpg,prime_web_scraping/media\MANY FLOODS TO CROSS WITH DEMOCRACY.jpg,thisdaylive,2024-09-24 23:37:17.983255
TINUBU’S GOVERNMENT OF NADECO VETERANS,https://www.thisdaylive.com/index.php/2024/09/24/tinubus-government-of-nadeco-veterans/,https://global.ariseplay.com/amg/www.thisdaylive.com/uploads/Tinubu-36-150x150.jpg,prime_web_scraping/media\TINUBU’S GOVERNMENT OF NADECO VETERANS.jpg,thisdaylive,2024-09-24 23:37:18.429137
Agama: SEC Guidelines Ensured Stability in Recapitalization Process,https://www.thisdaylive.com/index.php/2024/09/24/agama-sec-guidelines-ensured-stability-in-recapitalization-process/,https://global.ariseplay.com/amg/www.thisdaylive.com/uploads/Securities-and-Exchange-Commission-1-150x150.jpg,prime_web_scraping/media\Agama SEC Guidelines Ensured Stability in Recapitalization Process.jpg,thisdaylive,2024-09-24 23:37:18.615869
"NECA Commends FG for Establishing PEBEC to Address Regulatory Bottleneck, Enhance Ease of Doing Business",https://www.thisdaylive.com/index.php/2024/09/24/neca-commends-fg-for-establishing-pebec-to-address-regulatory-bottleneck-enhance-ease-of-doing-business/,https://global.ariseplay.com/amg/www.thisdaylive.com/uploads/NECA-1-150x150.jpg,"prime_web_scraping/media\NECA Commends FG for Establishing PEBEC to Address Regulatory Bottleneck, Enhance Ease of Doing Busi.jpg",thisdaylive,2024-09-24 23:37:18.954354
15 SMEs Receive N13m GET’s Funding,https://www.thisdaylive.com/index.php/2024/09/24/15-smes-receive-n13m-gets-funding/,https://global.ariseplay.com/amg/www.thisdaylive.com/uploads/SMEs-150x150.jpg,prime_web_scraping/media\15 SMEs Receive N13m GET’s Funding.jpg,thisdaylive,2024-09-24 23:37:19.081350
N70k Minimum Wage: Have Workers Been Left in the Lurch?,https://www.thisdaylive.com/index.php/2024/09/24/n70k-minimum-wage-have-workers-been-left-in-the-lurch/,https://global.ariseplay.com/amg/www.thisdaylive.com/uploads/screenshot-1727135877852-150x150.png,prime_web_scraping/media\N70k Minimum Wage Have Workers Been Left in the Lurch.jpg,thisdaylive,2024-09-24 23:37:19.183527
Airfares jumped by 25.51% in August- NBS,https://punchng.com/airfares-jumped-by-25-51-in-august-nbs/,https://cdn.punchng.com/wp-content/uploads/2021/11/23101624/Air-Peace-aircraft-130x79.jpeg,prime_web_scraping/media\Airfares jumped by 25.51% in August- NBS.jpg,punchng,2024-09-24 23:37:21.071635
Mali junta chief reviews strategy after jihadist attacks,https://punchng.com/mali-junta-chief-reviews-strategy-after-jihadist-attacks/,https://cdn.punchng.com/wp-content/uploads/2024/09/24141345/AFP__20240919__36GN8UQ__v1__Mockup__FilesMaliUnrest-1-150x84.jpg,prime_web_scraping/media\Mali junta chief reviews strategy after jihadist attacks.jpg,punchng,2024-09-24 23:37:21.561275
JUST IN: Islamic singer Rukayat Gawat for burial in Ogun,https://punchng.com/islamic-singer-rukayat-gawat-for-burial-in-ogun/,https://cdn.punchng.com/wp-content/uploads/2024/09/24082600/FB_IMG_1727162471586-150x188.jpg,prime_web_scraping/media\JUST IN Islamic singer Rukayat Gawat for burial in Ogun.jpg,punchng,2024-09-24 23:37:22.052982
Hundreds flee Lebanon for Syria after Israeli strikes,https://punchng.com/hundreds-flee-lebanon-for-syria-after-israeli-strikes/,https://cdn.punchng.com/wp-content/uploads/2024/09/24135726/AFP__20240924__36GZ7DP__v1__Mockup__LebanonIsraelPalestinianConflict-1-150x225.jpg,prime_web_scraping/media\Hundreds flee Lebanon for Syria after Israeli strikes.jpg,punchng,2024-09-24 23:37:22.481644
"A'Ibom gov's aide slams Army N500m suit over wrongful arrest, detention",https://punchng.com/aibom-govs-aide-slams-army-n500m-suit-over-wrongful-arrest-detention/,https://cdn.punchng.com/wp-content/uploads/2024/03/20141230/Nigerian-Army-150x86.png,"prime_web_scraping/media\A'Ibom gov's aide slams Army N500m suit over wrongful arrest, detention.jpg",punchng,2024-09-24 23:37:22.986878
BREAKING: Airtel Nigeria eyes solar power as diesel spend hits N28bn,https://punchng.com/breaking-airtel-nigeria-eyes-solar-power-as-diesel-spend-hits-n28bn/,https://cdn.punchng.com/wp-content/uploads/2024/09/24135217/Airtel-Nigeria-150x84.jpg,prime_web_scraping/media\BREAKING Airtel Nigeria eyes solar power as diesel spend hits N28bn.jpg,punchng,2024-09-24 23:37:23.481012
"N'Assembly resumes, adjourns plenary in honour of late Ifeanyi Ubah",https://punchng.com/nassembly-resumes-adjourns-plenary-in-honour-of-late-ifeanyi-ubah/,https://cdn.punchng.com/wp-content/uploads/2024/03/18182954/Senate-150x97.png,"prime_web_scraping/media\N'Assembly resumes, adjourns plenary in honour of late Ifeanyi Ubah.jpg",punchng,2024-09-24 23:37:23.994399
"COAS vows support for troops, pledges improved logistics for operations",https://punchng.com/coas-vows-support-for-troops-pledges-improved-logistics-for-operations/,https://cdn.punchng.com/wp-content/uploads/2024/05/20164638/Chief-of-Army-Staff-Lagbaja-150x114.jpeg,"prime_web_scraping/media\COAS vows support for troops, pledges improved logistics for operations.jpg",punchng,2024-09-24 23:37:24.470037
"I’ll be back in 2025, says TG Omori after kidney transplant",https://punchng.com/ill-be-back-in-2025-says-tg-omori-after-kidney-transplant/,https://cdn.punchng.com/wp-content/uploads/2024/08/28091010/IMG_20230819_222447-150x106.jpg,"prime_web_scraping/media\I’ll be back in 2025, says TG Omori after kidney transplant.jpg",punchng,2024-09-24 23:37:25.044895
"Tinubu writes Senate, seeks Kekere-Ekun’s confirmation",https://punchng.com/tinubu-writes-senate-seeks-kekere-ekuns-confirmation/,https://cdn.punchng.com/wp-content/uploads/2024/08/23152949/President-Bola-Tinubu-with-Ag-CJN-Justice-Kudirat-Kekere-Ekun-150x104.jpg,"prime_web_scraping/media\Tinubu writes Senate, seeks Kekere-Ekun’s confirmation.jpg",punchng,2024-09-24 23:37:25.562897
"Sexual harassment probe: Army discharges female soldier, exonerates officer",https://punchng.com/sexual-harassment-probe-army-discharges-female-soldier-exonerates-officer/,https://cdn.punchng.com/wp-content/uploads/2024/01/13100454/WhatsApp-Image-2024-01-13-at-10.04.15_e02d35da-e1705136694138-150x132.jpg,"prime_web_scraping/media\Sexual harassment probe Army discharges female soldier, exonerates officer.jpg",punchng,2024-09-24 23:37:26.017102
"Deny ties with banditry by swearing on Quran, Matawalle challenges Zamfara gov",https://punchng.com/deny-ties-with-banditry-by-swearing-on-quran-matawalle-challenges-zamfara-gov/,https://cdn.punchng.com/wp-content/uploads/2023/11/25021732/Matawalle-Lawal-150x81.jpg,"prime_web_scraping/media\Deny ties with banditry by swearing on Quran, Matawalle challenges Zamfara gov.jpg",punchng,2024-09-24 23:37:26.531765
UPDATED: Islamic singer Rukayat Gawat is dead,https://punchng.com/breaking-islamic-singer-rukayat-gawat-is-dead/,https://cdn.punchng.com/wp-content/uploads/2024/09/24082411/FB_IMG_1727162497059-150x187.jpg,prime_web_scraping/media\UPDATED Islamic singer Rukayat Gawat is dead.jpg,punchng,2024-09-24 23:37:26.997542
BREAKING: Justice Binta Nyako to step down from Nnamdi Kanu's trial,https://punchng.com/breaking-justice-binta-nyako-to-step-down-from-nnamdi-kanus-trial/,https://cdn.punchng.com/wp-content/uploads/2023/06/11170529/01-kanu-1-150x100.jpg,prime_web_scraping/media\BREAKING Justice Binta Nyako to step down from Nnamdi Kanu's trial.jpg,punchng,2024-09-24 23:37:27.441927
"Stay with cheating husbands, avoid divorce, actress Toyin Tomato urges women",https://punchng.com/stay-with-cheating-husbands-avoid-divorce-actress-toyin-tomato-urges-women/,https://cdn.punchng.com/wp-content/uploads/2024/09/24123830/bb-150x159.png,"prime_web_scraping/media\Stay with cheating husbands, avoid divorce, actress Toyin Tomato urges women.jpg",punchng,2024-09-24 23:37:27.877509
NDLEA arrests ex-convict for importing N4.6bn cocaine,https://punchng.com/ndlea-arrests-ex-convict-for-importing-n4-6bn-cocaine/,https://cdn.punchng.com/wp-content/uploads/2024/01/02223508/NDLEA-OFFICERS-150x86.jpg,prime_web_scraping/media\NDLEA arrests ex-convict for importing N4.6bn cocaine.jpg,punchng,2024-09-24 23:37:28.977133
Why FG must end petrol subsidy now — Dangote,https://punchng.com/why-fg-must-end-petrol-subsidy-now-dangote/,https://cdn.punchng.com/wp-content/uploads/2022/04/10121639/Dangote-130x87.jpg,prime_web_scraping/media\Why FG must end petrol subsidy now — Dangote.jpg,punchng,2024-09-24 23:37:29.432074
EFCC's raid of our office intended to embarrass us - Dangote,https://punchng.com/efccs-raid-of-our-office-intended-to-embarrass-us-dangote/,https://cdn.punchng.com/wp-content/uploads/2019/04/04052035/Aliko-Dangote.jpg,prime_web_scraping/media\EFCC's raid of our office intended to embarrass us - Dangote.jpg,punchng,2024-09-24 23:37:29.865531
"Nigerians have never cried this way, ex-Benue CJ's widow tells Tinubu",https://punchng.com/nigerians-have-never-cried-this-way-ex-benue-cjs-widow-tells-tinubu/,https://cdn.punchng.com/wp-content/uploads/2024/04/30192759/Bola-Tinubu-150x74.png,"prime_web_scraping/media\Nigerians have never cried this way, ex-Benue CJ's widow tells Tinubu.jpg",punchng,2024-09-24 23:37:30.360450
"Edo poll: Be magnanimous in victory, NIPR urges Okpebholo",https://punchng.com/edo-poll-be-magnanimous-in-victory-nipr-urges-okpebholo/,https://cdn.punchng.com/wp-content/uploads/2024/09/23020232/Monday-Okpebholo-New-e1727053352443-150x127.jpeg,"prime_web_scraping/media\Edo poll Be magnanimous in victory, NIPR urges Okpebholo.jpg",punchng,2024-09-24 23:37:30.806409
Tropical storm hits Mexico's Pacific coast,https://punchng.com/tropical-storm-hits-mexicos-pacific-coast/,https://cdn.punchng.com/wp-content/uploads/2024/08/06065810/Tropical-Storm-Debby-AP-150x100.jpg,prime_web_scraping/media\Tropical storm hits Mexico's Pacific coast.jpg,punchng,2024-09-24 23:37:31.291937
"Mambilla fraud: How N5.2m was wired to ex-minister, witness tells court",https://punchng.com/mambila-fraud-how-n5-2m-was-wired-to-ex-minister-witness-tells-court/,https://cdn.punchng.com/wp-content/uploads/2020/02/04213845/EFCC.jpg,"prime_web_scraping/media\Mambilla fraud How N5.2m was wired to ex-minister, witness tells court.jpg",punchng,2024-09-24 23:37:31.739553
Spain sets target for 81% renewable energy,https://punchng.com/spain-sets-target-for-81-renewable-energy/,https://cdn.punchng.com/wp-content/uploads/2024/09/24140435/AFP__20240918__36GK672__v1__Mockup__BelgiumEuPolitics-150x100.jpg,prime_web_scraping/media\Spain sets target for 81% renewable energy.jpg,punchng,2024-09-24 23:37:32.572922
"Osun reduces workdays for workers, extends palliatives",https://punchng.com/osun-reduces-workdays-for-workers-extends-palliatives/,https://cdn.punchng.com/wp-content/uploads/2024/05/11011220/Osun-State-Governor-Ademola-Adeleke-150x83.jpg,"prime_web_scraping/media\Osun reduces workdays for workers, extends palliatives.jpg",punchng,2024-09-24 23:37:32.984520
"APC plotting to destroy democracy, ground Nigeria — Secondus",https://punchng.com/apc-plotting-to-destroy-democracy-ground-nigeria-secondus/,https://cdn.punchng.com/wp-content/uploads/2021/05/19040539/Uche-Secondus1.jpg,"prime_web_scraping/media\APC plotting to destroy democracy, ground Nigeria — Secondus.jpg",punchng,2024-09-24 23:37:33.400470
NAFDAC seizes flood-damaged drugs worth over N5bn in Borno,https://punchng.com/nafdac-seizes-flood-damaged-drugs-worth-over-n5bn-in-borno/,https://cdn.punchng.com/wp-content/uploads/2022/08/19152553/NAFDAC-150x84.png,prime_web_scraping/media\NAFDAC seizes flood-damaged drugs worth over N5bn in Borno.jpg,punchng,2024-09-24 23:37:34.183395
Kwara gov appoints Vice Chancellor for new varsity,https://punchng.com/kwara-gov-appoints-vice-chancellor-for-new-varsity/,https://cdn.punchng.com/wp-content/uploads/2024/09/24110349/IMG-20240924-WA0017-150x165.jpg,prime_web_scraping/media\Kwara gov appoints Vice Chancellor for new varsity.jpg,punchng,2024-09-24 23:37:34.590607
"Edo poll: Police arrest six, recover illegal BIVAS machine, firearms",https://punchng.com/edo-poll-police-arrest-six-recover-illegal-bivas-machine-firearms/,https://cdn.punchng.com/wp-content/uploads/2021/03/16212011/Frank-Mba.jpg,"prime_web_scraping/media\Edo poll Police arrest six, recover illegal BIVAS machine, firearms.jpg",punchng,2024-09-24 23:37:35.051403
Dangote Refinery: NNPC made big mistake by lowering its stake to 7.2% - Dangote,https://punchng.com/dangote-refinery-nnpc-made-big-mistake-by-lowering-its-stake-to-7-2-dangote/,https://cdn.punchng.com/wp-content/uploads/2023/07/26161300/Dangote-150x84.jpg,prime_web_scraping/media\Dangote Refinery NNPC made big mistake by lowering its stake to 7.2% - Dangote.jpg,punchng,2024-09-24 23:37:35.498703
Biden seeks to cement UN legacy amid fears of Trump's return,https://punchng.com/biden-seeks-to-cement-un-legacy-amid-fears-of-trumps-return/,https://cdn.punchng.com/wp-content/uploads/2024/04/04155801/Biden-150x111.png,prime_web_scraping/media\Biden seeks to cement UN legacy amid fears of Trump's return.jpg,punchng,2024-09-24 23:37:35.949958
Former ACF secretary faults NNPCL over new petrol pump price,https://tribuneonlineng.com/former-acf-secretary-faults-nnpcl-over-new-petrol-pump-price/,https://tribuneonlineng.com/wp-content/uploads/2023/06/NNPCL-350x250.jpg,prime_web_scraping/media\Former ACF secretary faults NNPCL over new petrol pump price.jpg,tribuneonlineng,2024-09-24 23:37:37.288942
Abia govt to establish mobile sanitation courts,https://tribuneonlineng.com/abia-govt-to-establish-mobile-sanitation-courts/,https://tribuneonlineng.com/wp-content/uploads/2024/09/Abia-sanitation-350x250.jpg,prime_web_scraping/media\Abia govt to establish mobile sanitation courts.jpg,tribuneonlineng,2024-09-24 23:37:37.418266
Flood: ECOWAS parliament urged to promote gender-based projects,https://tribuneonlineng.com/flood-ecowas-parliament-urged-to-promote-gender-based-projects/,https://tribuneonlineng.com/wp-content/uploads/2023/12/ECOWAS_logo.svg-1-e1702283421635-350x250.png,prime_web_scraping/media\Flood ECOWAS parliament urged to promote gender-based projects.jpg,tribuneonlineng,2024-09-24 23:37:37.912819
Nigeria needs to attract foreign students to boost economy — ex-ABUAD VC,https://tribuneonlineng.com/nigeria-needs-to-attract-foreign-students-to-boost-economy-ex-abuad-vc/,https://tribuneonlineng.com/wp-content/uploads/2024/09/20240918_124519-350x250.jpg,prime_web_scraping/media\Nigeria needs to attract foreign students to boost economy — ex-ABUAD VC.jpg,tribuneonlineng,2024-09-24 23:37:38.084577
Over seven million Nigerians still unmetered — NERC,https://tribuneonlineng.com/over-seven-million-nigerians-still-unmetered-nerc/,https://tribuneonlineng.com/wp-content/uploads/2023/10/NERC-350x250.jpg,prime_web_scraping/media\Over seven million Nigerians still unmetered — NERC.jpg,tribuneonlineng,2024-09-24 23:37:38.496249
Gov Aliyu swears in 23 newly elected LG Chairmen in Sokoto,https://tribuneonlineng.com/gov-aliyu-swears-in-23-newly-elected-lg-chairmen-in-sokoto/,https://tribuneonlineng.com/wp-content/uploads/2024/09/IMG-20240924-WA0006-350x250.jpg,prime_web_scraping/media\Gov Aliyu swears in 23 newly elected LG Chairmen in Sokoto.jpg,tribuneonlineng,2024-09-24 23:37:38.613836
"Food security: Adamawa govt to support farmers, processors with N5bn initiative",https://tribuneonlineng.com/food-security-adamawa-govt-to-support-farmers-processors-with-n5bn-initiative/,https://tribuneonlineng.com/wp-content/uploads/2024/09/Adamawa-stakeholders-e1727166017869-350x250.jpg,"prime_web_scraping/media\Food security Adamawa govt to support farmers, processors with N5bn initiative.jpg",tribuneonlineng,2024-09-24 23:37:38.763312
"Nutrition International, FMOH train 40 Cross River healthcare workers",https://tribuneonlineng.com/nutrition-international-fmoh-train-40-cross-river-healthcare-workers/,https://tribuneonlineng.com/wp-content/uploads/2023/03/Cross-River-e1679043627607-350x250.jpg,"prime_web_scraping/media\Nutrition International, FMOH train 40 Cross River healthcare workers.jpg",tribuneonlineng,2024-09-24 23:37:38.932357
"Gates foundation honours children’s health, nutrition champions at goalkeepers 2024",https://tribuneonlineng.com/gates-foundation-honours-childrens-health-nutrition-champions-at-goalkeepers-2024/,https://tribuneonlineng.com/wp-content/uploads/2024/09/WhatsApp-Image-2024-09-23-at-22.59.39-1024x768-1-e1727181115774-350x250.jpeg,"prime_web_scraping/media\Gates foundation honours children’s health, nutrition champions at goalkeepers 2024.jpg",tribuneonlineng,2024-09-24 23:37:39.106586
"NUGLOW inaugurates Lagos Excos, seeks enabling environment for members",https://tribuneonlineng.com/nuglow-inaugurates-lagos-excos-seeks-enabling-environment-for-members/,https://tribuneonlineng.com/wp-content/uploads/2024/09/20240920_133122-scaled-e1727178162941-350x250.jpg,"prime_web_scraping/media\NUGLOW inaugurates Lagos Excos, seeks enabling environment for members.jpg",tribuneonlineng,2024-09-24 23:37:39.245414
